dummy ein,status,instrumentDesc,serialNum,calInterval,siteCode,owner,project,manufacturer,iso,calJob,calPlace,calCost,dateReceived,id,ein_new,dateCompleted,jobStatus,calCurrency,incomingShip,outgoingShip
54511,In review,Data Switch,BZA68WRC1ON,12,RSE,Irene,Dell,Sibelius,NO,External,Site,8.5,08/26/2019,521,1154511,,Completed,,,
46713,In review,Data Switch,GOT91CBV0SM,3,RSE,Declan,Keysight,Cakewalk,YES,External,Site,9.64,08/26/2019,522,1146713,,Completed,,,
33305,In review,Fluke117,CNF84RZN3LF,3,RSE,Halee,Dell,Apple Systems,YES,Internal,In-site,8.42,08/26/2019,523,1133305,,Completed,,,
42735,Approved,Fluke117,WYP27FNU0VF,3,RS,Hedda,Dell,Yahoo,NO,Internal,Site,8.27,08/26/2019,524,1142735,,Completed,,,
34433,Approved,Ionizer Fan,KNL93XRW5VU,3,RS,Marshall,PP,Microsoft,YES,External,Site,5.74,08/27/2019,525,1134433,,Completed,,,
18838,Approved,Datapaq Q18,CKS86FBB4FG,6,SS,Idona,Dell,Yahoo,NO,Internal,In-site,8.44,08/27/2019,526,1118838,,Completed,,,
87590,Approved,Caliper,QFS28XMH9UC,12,SS,Daphne,Dell,Yahoo,YES,External,Site,3.98,08/27/2019,527,1187590,,Completed,,,
18690,In review,Caliper,CKW76LQP0BR,12,RS,Xantha,Honeywell,Lavasoft,NO,External,In-site,7.9,08/27/2019,528,1118690,,Completed,,,
82020,Approved,Caliper,MJE57TQC2BH,12,SS,Reece,Keysight,Sibelius,YES,External,In-site,6.87,08/27/2019,529,1182020,,Completed,,,
18984,In review,Ionizer Gun,YFC78CSO7SQ,3,HS,Ira,Dell,Finale,YES,External,In-site,2.32,08/28/2019,530,1118984,,Completed,,,
76774,Completed,Fluke115,ABS14ROO3TF,3,HS,Xerxes,Keysight,Adobe,NO,Internal,Site,8.75,08/28/2019,531,1176774,,Completed,,,
40840,Completed,Tenma DMM,OKP84CBT1WX,6,HS,Jenette,Dell,Adobe,YES,Internal,In-site,2.19,08/28/2019,532,1140840,,Completed,,,
64280,In review,Caliper,DII81QXH3WK,6,ISL,Dalton,Dell,Microsoft,NO,External,Site,9.53,08/28/2019,533,1164280,,Completed,,,
11970,Approved,DC Power Supply,XAV79HBG5VU,3,ISL,Jackson,PP,Chami,YES,External,Site,1.99,08/28/2019,534,1111970,,Completed,,,
12143,Completed,Caliper,JWR30WEY2AH,6,RS,Kitra,Keysight,Lavasoft,NO,Internal,In-site,8.1,08/28/2019,535,1112143,,Completed,,,
39779,Completed,Datapaq Q18,HVY33QAU7FK,3,ISL,Thane,Dell,Yahoo,NO,Internal,Site,4.94,08/29/2019,536,1139779,,Completed,,,
10937,In review,Ionizer Fan,YXD91EUP9HM,3,HS,Imogene,Honeywell,Finale,YES,Internal,Site,6.13,08/29/2019,537,1110937,,Completed,,,
27806,Completed,Ionizer Gun,HLK64NOG1CO,12,RS,Justina,Dell,Macromedia,YES,External,Site,4.04,08/29/2019,538,1127806,,Completed,,,
77582,Approved,Caliper,JTK96YPA3ND,6,RSE,August,Dell,Apple Systems,NO,Internal,Site,1.7,08/29/2019,539,1177582,,Completed,,,
28278,Approved,Data Switch,FIO30DEH3PX,6,RS,Signe,Dell,Macromedia,NO,Internal,Site,9.33,08/29/2019,540,1128278,,Completed,,,
84641,In review,Tenma DMM,ETN94KOV2NF,12,SS,Joel,PP,Microsoft,YES,Internal,In-site,2.79,08/30/2019,541,1184641,,Completed,,,
673,Completed,Tenma DMM,YRW97RKY4PN,12,RSE,Buckminster,Keysight,Google,YES,Internal,In-site,2.79,08/30/2019,542,11673,,Completed,,,
58659,In review,Datapaq Q18,ZNN10PGQ0NK,3,ISL,Darius,Dell,Apple Systems,NO,Internal,In-site,3.91,08/30/2019,543,1158659,,Completed,,,
4853,Approved,Data Switch,PXL61XKF4IL,3,SS,Guinevere,Honeywell,Cakewalk,NO,External,Site,2.92,08/30/2019,544,114853,,Completed,,,
38347,Completed,Datapaq Q18,AQW44TSW9EZ,12,RS,Madonna,Honeywell,Adobe,YES,External,In-site,4.52,08/30/2019,545,1138347,,Completed,,,
92568,Approved,Data Switch,XID09WHN5WU,3,HS,Anne,PP,Lycos,NO,Internal,Site,6.28,08/30/2019,546,1192568,,Completed,,,
61550,Approved,Ionizer Fan,DWP95CBX8LN,6,ISL,Bruno,Dell,Adobe,YES,Internal,In-site,4.63,08/31/2019,547,1161550,,Completed,,,
27402,In review,Fluke117,MKO83LXZ1NF,12,RS,Kylynn,Dell,Microsoft,YES,External,Site,0.84,08/31/2019,548,1127402,,Completed,,,
92759,Approved,Fluke115,KMX82ZIL7XB,12,HS,Luke,Honeywell,Cakewalk,YES,External,In-site,3.57,08/31/2019,549,1192759,,Completed,,,
40258,Completed,Fluke117,PPJ31IKP9NS,6,HS,Aretha,Honeywell,Apple Systems,YES,Internal,In-site,6.27,08/31/2019,550,1140258,,Completed,,,
72933,Completed,Fluke117,YIN27JMO3TY,12,HS,Jaime,Keysight,Sibelius,NO,Internal,In-site,7.21,08/31/2019,551,1172933,,Completed,,,
47028,In review,Fluke115,IKL06UDH8HD,6,HS,Mason,PP,Macromedia,NO,External,In-site,5.17,09/01/2019,552,1147028,,Completed,,,
55404,In review,Ionizer Fan,REJ18IWV7IF,6,RS,Gisela,Keysight,Altavista,NO,Internal,Site,1.12,09/01/2019,553,1155404,,Completed,,,
16832,Completed,Caliper,EJH64INF7DE,6,SS,Heidi,Dell,Sibelius,NO,Internal,Site,1.61,09/01/2019,554,1116832,,Completed,,,
40371,Completed,Tenma DMM,PGN02BDZ3HV,3,SS,Kenneth,PP,Lycos,NO,Internal,Site,7.11,09/02/2019,555,1140371,,Completed,,,
76027,In review,Ionizer Fan,RRQ40IDV9TI,3,SS,Pamela,Dell,Borland,NO,Internal,In-site,1.79,09/02/2019,556,1176027,,Completed,,,
37511,In review,Ionizer Fan,HIT24VNB6BD,3,ISL,Lacota,Honeywell,Macromedia,NO,External,Site,2.86,09/02/2019,557,1137511,,Completed,,,
19895,In review,Datapaq Q18,UFM23AOJ4TP,3,RS,Candice,PP,Google,NO,Internal,Site,1.56,09/02/2019,558,1119895,,Completed,,,
70884,Completed,Datapaq Q18,FLZ51UUB2BY,3,RSE,Dylan,Honeywell,Lycos,YES,External,Site,9.61,09/03/2019,559,1170884,,Completed,,,
15586,In review,DC Power Supply,ERR32KRE9EE,12,ISL,Cailin,Honeywell,Google,NO,Internal,Site,0.74,09/03/2019,560,1115586,,Completed,,,
433,Completed,Datapaq Q18,APB60VUZ6LD,3,ISL,Hiram,PP,Altavista,NO,External,Site,3.27,09/03/2019,561,11433,,Completed,,,
86434,Approved,Caliper,DCO74ARA6BG,6,SS,Sharon,Keysight,Altavista,NO,External,Site,5.29,09/03/2019,562,1186434,,Completed,,,
84387,In review,Fluke115,TAV62DVD6UX,12,RSE,Whoopi,Keysight,Lycos,YES,Internal,Site,5.37,09/03/2019,563,1184387,,Completed,,,
57645,In review,Caliper,OKE44RXC0DD,3,HS,Dorothy,Dell,Lavasoft,YES,Internal,In-site,8.69,09/03/2019,564,1157645,,Completed,,,
31005,Completed,Fluke115,OHE94KXK3GA,12,SS,Genevieve,PP,Adobe,NO,External,Site,2.74,09/04/2019,565,1131005,,Completed,,,
20289,Completed,Ionizer Fan,HGS18MQL6TV,12,RSE,Suki,Honeywell,Yahoo,NO,External,Site,6.46,09/04/2019,566,1120289,,Completed,,,
23080,Completed,Fluke117,KOG04GJZ0EK,3,ISL,Jolie,Honeywell,Borland,NO,External,Site,8.53,09/04/2019,567,1123080,,Completed,,,
24094,Approved,Ionizer Gun,TPV54BFM1OA,12,RS,Steel,Honeywell,Yahoo,NO,External,Site,6.26,09/04/2019,568,1124094,,Completed,,,
57149,In review,DC Power Supply,UDG22OVN1YK,12,SS,Dora,Keysight,Google,YES,Internal,In-site,5.69,09/04/2019,569,1157149,,Completed,,,
68780,In review,Ionizer Gun,GQV86SKA5EC,3,SS,Rae,Dell,Apple Systems,NO,Internal,In-site,7.44,09/05/2019,570,1168780,,Completed,,,
5071,Completed,Data Switch,EDN82DJN9AI,3,SS,Acton,Honeywell,Macromedia,NO,External,In-site,7.78,09/05/2019,571,115071,,Completed,,,
74932,Approved,Fluke117,SYM29NJN7LO,6,SS,Olivia,Dell,Finale,NO,Internal,Site,4.58,09/05/2019,572,1174932,,Completed,,,
5056,Completed,Fluke115,PLG98SKM6ON,3,RSE,Jessamine,Keysight,Yahoo,YES,External,In-site,1.44,09/05/2019,573,115056,,Completed,,,
9840,Approved,DC Power Supply,KXF48LOQ9WF,12,SS,Imogene,Dell,Apple Systems,NO,External,In-site,1.05,09/05/2019,574,119840,,Completed,,,
78748,Completed,Fluke117,ASU61BAL7OD,6,ISL,Cathleen,Keysight,Microsoft,NO,External,Site,3.39,09/06/2019,575,1178748,,Completed,,,
56674,In review,Ionizer Gun,NFD76MXB4HG,3,HS,Timon,Keysight,Google,NO,External,In-site,8.31,09/06/2019,576,1156674,,Completed,,,
27891,Approved,Fluke115,HBE12OWT0XG,6,ISL,Malcolm,Dell,Adobe,NO,Internal,Site,0.34,09/06/2019,577,1127891,,Completed,,,
8355,In review,DC Power Supply,YMH23RVU2YL,12,RS,Tobias,Keysight,Sibelius,YES,Internal,Site,6.35,09/06/2019,578,118355,,Completed,,,
81897,In review,Ionizer Gun,OAN37SDN3KQ,12,SS,Yoshi,Keysight,Macromedia,NO,External,In-site,0.1,09/06/2019,579,1181897,,Completed,,,
7095,Completed,DC Power Supply,DPC69GMV3CG,12,RS,Alexandra,PP,Lycos,NO,Internal,In-site,9.65,09/06/2019,580,117095,,Completed,,,
96085,Completed,Datapaq Q18,FBG18ZWD3OC,12,ISL,Jameson,Honeywell,Macromedia,YES,External,In-site,4.32,09/06/2019,581,1196085,,Completed,,,
77879,In review,Data Switch,KMD61JZA1BM,12,ISL,Madison,Keysight,Borland,NO,Internal,In-site,7.3,09/07/2019,582,1177879,,Completed,,,
28893,Completed,Fluke117,ZTD09FUQ9BB,12,SS,Chelsea,Honeywell,Yahoo,NO,External,Site,9.06,09/07/2019,583,1128893,,Approved,,,
20986,Completed,Ionizer Fan,UZB66IJE6JN,6,RS,Chaim,PP,Sibelius,NO,External,Site,0.45,09/07/2019,584,1120986,,Approved,,,
61539,Approved,Ionizer Fan,XZA67PSM3UQ,3,ISL,Kadeem,PP,Cakewalk,YES,External,In-site,9.18,09/07/2019,585,1161539,,Approved,,,
1828,Approved,Data Switch,VMH24NUG8VS,6,ISL,Nash,PP,Microsoft,YES,External,In-site,2.96,09/08/2019,586,111828,,Approved,,,
92754,Approved,Caliper,ROP05ARI1YE,6,HS,Shana,Dell,Adobe,NO,Internal,In-site,1.94,09/08/2019,587,1192754,,Approved,,,
59733,Approved,Ionizer Gun,PPZ94IEE5UO,12,ISL,Raya,Keysight,Chami,NO,Internal,Site,8.45,09/08/2019,588,1159733,,Approved,,,
69484,Completed,Fluke115,FZX04BBT4TN,12,RSE,Brenden,PP,Microsoft,YES,External,In-site,7.98,09/09/2019,589,1169484,,Approved,,,
32448,In review,Fluke117,CFX01GCF1MW,12,RSE,Mohammad,Honeywell,Google,NO,Internal,In-site,4.68,09/09/2019,590,1132448,,Approved,,,
49431,Approved,Data Switch,WHT61GFS1NZ,12,SS,Prescott,Honeywell,Yahoo,NO,External,In-site,4.67,09/09/2019,591,1149431,,Approved,,,
41947,Approved,DC Power Supply,CBQ99PAU7OP,6,ISL,Skyler,Honeywell,Borland,NO,External,In-site,6.41,09/09/2019,592,1141947,,Approved,,,
20848,In review,DC Power Supply,OXE37OTT6EJ,12,RSE,Reagan,Keysight,Lycos,NO,Internal,In-site,2.26,09/09/2019,593,1120848,,Approved,,,
11291,In review,Fluke115,NUR17YJC4LF,12,SS,Elvis,PP,Google,YES,External,Site,2.39,09/09/2019,594,1111291,,Approved,,,
16213,In review,Caliper,MTU62HYW1RN,12,RSE,Tatyana,Keysight,Borland,YES,Internal,In-site,5.33,09/10/2019,595,1116213,,Approved,,,
31883,Completed,Fluke115,GYI09GEB0VL,6,RSE,Rudyard,PP,Macromedia,NO,Internal,Site,6.44,09/10/2019,596,1131883,,Approved,,,
97554,Completed,Ionizer Fan,RVW49VRO5DT,12,RSE,Dana,Keysight,Apple Systems,NO,External,Site,1.3,09/11/2019,597,1197554,,Approved,,,
68330,In review,Caliper,CUS96WXO9NP,12,ISL,Aspen,Keysight,Adobe,YES,External,In-site,0.94,09/11/2019,598,1168330,,Approved,,,
31290,Approved,Ionizer Gun,FVJ47UTB0XO,12,SS,Robert,Dell,Macromedia,YES,External,In-site,7.12,09/11/2019,599,1131290,,Approved,,,
62309,Completed,Fluke117,MJM19AKP6VZ,6,SS,Julie,Keysight,Adobe,YES,Internal,Site,8.08,09/12/2019,600,1162309,,Approved,,,
55285,Approved,Datapaq Q18,ONM68BJN8TU,12,RS,Lacota,Honeywell,Yahoo,YES,External,Site,3.59,09/12/2019,601,1155285,,Approved,,,
40496,Completed,Tenma DMM,NKV44ZFR5EQ,12,RSE,Kennedy,Honeywell,Sibelius,NO,Internal,Site,5.65,09/13/2019,602,1140496,,Approved,,,
5360,Completed,Ionizer Gun,HSF43MVX2WC,6,RS,Vivien,PP,Sibelius,NO,External,Site,4.68,09/13/2019,603,115360,,Approved,,,
41745,Approved,Datapaq Q18,XML09RDU8XV,6,ISL,Liberty,Honeywell,Macromedia,NO,Internal,Site,4.02,09/13/2019,604,1141745,,Approved,,,
83963,Approved,Fluke117,XZY78KNQ3MB,6,SS,Dawn,Dell,Yahoo,NO,Internal,Site,1.56,09/13/2019,605,1183963,,Approved,,,
27521,Approved,Datapaq Q18,QCD73HUO5WO,12,ISL,Orson,Keysight,Finale,YES,Internal,Site,1.05,09/13/2019,606,1127521,,Approved,,,
99430,Completed,DC Power Supply,OMO94FXN0GQ,6,SS,Clare,Keysight,Finale,NO,External,In-site,7.78,09/13/2019,607,1199430,,Approved,,,
8380,In review,Caliper,JDB78NMG4GH,6,RSE,Rae,Keysight,Altavista,NO,Internal,Site,5.39,09/14/2019,608,118380,,Approved,,,
70349,In review,Caliper,KPY78MOG0EQ,3,HS,Brock,Keysight,Borland,NO,Internal,Site,8.75,09/14/2019,609,1170349,,Approved,,,
58246,Completed,Fluke115,KAA37HOA9QD,12,HS,Casey,Keysight,Google,NO,Internal,Site,2.22,09/14/2019,610,1158246,,Approved,,,
90960,In review,Fluke117,OLU65ZRX6GR,3,RSE,Kevin,PP,Yahoo,YES,Internal,Site,8.73,09/14/2019,611,1190960,,Approved,,,
69538,Approved,Fluke117,PLB88UQK1IJ,3,SS,Mufutau,Honeywell,Yahoo,NO,Internal,In-site,6.95,09/14/2019,612,1169538,,Approved,,,
83909,Approved,Ionizer Fan,FYK15UMF0OL,3,SS,Chancellor,Honeywell,Google,NO,Internal,In-site,6.2,09/15/2019,613,1183909,,Approved,,,
10474,Completed,Fluke115,CBA73YEV9AL,3,SS,Jelani,Honeywell,Sibelius,NO,Internal,In-site,3.58,09/15/2019,614,1110474,,Approved,,,
36310,In review,Data Switch,SEC15VCS5VU,6,RSE,Venus,Keysight,Chami,NO,External,In-site,2.23,09/15/2019,615,1136310,,Approved,,,
28059,Completed,Fluke117,BJL92KTK1JD,6,HS,Serina,Keysight,Adobe,NO,External,In-site,5.83,09/15/2019,616,1128059,,Approved,,,
6760,Approved,Ionizer Fan,FDX59MMJ5YI,12,RS,Hector,Keysight,Chami,NO,Internal,Site,9.12,09/15/2019,617,116760,,Approved,,,
10595,Approved,Ionizer Fan,ZEZ48VZY2UQ,6,RSE,Drake,Keysight,Lavasoft,NO,Internal,Site,2.17,09/16/2019,618,1110595,,Approved,,,
57831,In review,Tenma DMM,XOH18QIQ5KR,3,RSE,Emmanuel,PP,Cakewalk,YES,Internal,Site,1.27,09/16/2019,619,1157831,,Approved,,,
6815,In review,Ionizer Gun,ZXO71ZAO1NT,6,HS,Rashad,Keysight,Macromedia,NO,Internal,Site,8.93,09/16/2019,620,116815,,Approved,,,
21935,Approved,Datapaq Q18,YZO74IUV6VL,12,SS,Quamar,Keysight,Chami,YES,External,In-site,5.45,09/16/2019,621,1121935,,Approved,,,
80001,In review,Data Switch,UEU66ODS5BH,6,ISL,Hayes,Honeywell,Cakewalk,YES,Internal,Site,7.3,09/16/2019,622,1180001,,Approved,,,
87493,Approved,Ionizer Gun,EOR96IVU9IC,12,RSE,August,Dell,Borland,YES,External,In-site,0.63,09/16/2019,623,1187493,,Approved,,,
39163,Completed,Data Switch,JGL07EUS4GW,12,SS,Xenos,PP,Borland,NO,Internal,Site,0.74,09/16/2019,624,1139163,,Approved,,,
76965,Approved,Caliper,ZFK70LJP6RK,12,RS,Wyatt,Dell,Macromedia,YES,Internal,Site,0.76,09/16/2019,625,1176965,,Approved,,,
53913,Completed,Datapaq Q18,ZOJ66LUR6MC,6,ISL,Deanna,PP,Borland,YES,Internal,Site,6.36,09/17/2019,626,1153913,,Approved,,,
3244,Completed,Ionizer Fan,KGL66HIE3CG,3,RS,Len,PP,Chami,YES,Internal,In-site,5.13,09/17/2019,627,113244,,Approved,,,
89219,In review,Ionizer Gun,VCH46ORI4CX,3,RS,Quinn,PP,Google,NO,Internal,Site,4.99,09/17/2019,628,1189219,,Approved,,,
28608,In review,Tenma DMM,LTS60CDK5QR,6,ISL,Catherine,Dell,Finale,YES,External,Site,1.6,09/18/2019,629,1128608,,Approved,,,
83231,Approved,Ionizer Gun,PCK08QPO9KS,6,SS,Linus,Honeywell,Chami,YES,Internal,Site,2.04,09/18/2019,630,1183231,,Approved,,,
17734,In review,Tenma DMM,JNU19GNJ2MG,3,SS,Chava,Dell,Chami,NO,External,Site,0.99,09/18/2019,631,1117734,,Approved,,,
41016,In review,DC Power Supply,PNJ46IEV9UL,3,SS,Hilary,Honeywell,Google,YES,External,Site,2.61,09/18/2019,632,1141016,,Approved,,,
92402,Approved,Data Switch,EUK79ZBU1YG,12,SS,Casey,Honeywell,Altavista,YES,External,In-site,2.46,09/19/2019,633,1192402,,Approved,,,
95401,Completed,Ionizer Gun,DSV76PLJ4AY,3,RSE,Price,Honeywell,Chami,YES,Internal,In-site,4.29,09/19/2019,634,1195401,,Approved,,,
20921,In review,Data Switch,PCE26XPN9FX,3,RSE,Myra,PP,Borland,YES,Internal,Site,8.92,09/20/2019,635,1120921,,Approved,,,
80510,Completed,Data Switch,NKR53MJT9PY,12,SS,Lars,Keysight,Google,NO,External,In-site,2.99,09/20/2019,636,1180510,,Approved,,,
47386,Completed,Fluke117,SAI14MOH3KT,3,RS,Grace,PP,Yahoo,NO,Internal,In-site,3.36,09/20/2019,637,1147386,,Approved,,,
82949,Completed,Datapaq Q18,MDD01REC5HE,3,ISL,Iona,PP,Altavista,YES,External,In-site,9.28,09/20/2019,638,1182949,,Approved,,,
92288,Approved,Ionizer Fan,RFS90STR3ZX,12,ISL,Isaac,PP,Cakewalk,YES,Internal,Site,0.43,09/20/2019,639,1192288,,Approved,,,
71078,Completed,Datapaq Q18,VYL83HDA2UO,3,RSE,Tatyana,Keysight,Chami,NO,Internal,In-site,4.24,09/20/2019,640,1171078,,Approved,,,
44504,Completed,Datapaq Q18,YAA37JVU3QJ,12,RSE,Dexter,Dell,Adobe,NO,External,In-site,4.66,09/20/2019,641,1144504,,Approved,,,
35332,Approved,Fluke115,JJF97ZST6JY,6,ISL,Orlando,Honeywell,Finale,NO,External,In-site,0.08,09/20/2019,642,1135332,,Approved,,,
63074,Approved,Tenma DMM,DTV77VHY3NM,3,ISL,Carly,Honeywell,Macromedia,YES,Internal,In-site,5.35,09/20/2019,643,1163074,,Approved,,,
27425,In review,Fluke115,NRI35WLY5YJ,12,RSE,Felix,Keysight,Cakewalk,YES,External,In-site,7.11,09/21/2019,644,1127425,,Approved,,,
51498,Completed,Caliper,HMZ03EDE0LH,6,RSE,Lane,Keysight,Lavasoft,NO,Internal,Site,8.89,09/21/2019,645,1151498,,Approved,,,
88143,Completed,Data Switch,FEJ57DWG4TT,12,RSE,Justin,Dell,Lycos,YES,External,Site,4.25,09/21/2019,646,1188143,,Approved,,,
12267,Approved,Data Switch,JDO37VVM1EX,12,RSE,Blythe,PP,Chami,YES,External,In-site,7.27,09/21/2019,647,1112267,,Approved,,,
18682,Completed,Ionizer Gun,DXR94DIY5OR,12,SS,Shay,PP,Yahoo,NO,Internal,In-site,4.36,09/22/2019,648,1118682,,Approved,,,
73148,Completed,Caliper,KUV73TUQ0XW,12,RS,Courtney,PP,Chami,NO,Internal,Site,2.49,09/22/2019,649,1173148,,Approved,,,
42223,Completed,Ionizer Fan,LCA21BCZ8LT,6,RS,Lael,Honeywell,Lavasoft,YES,Internal,In-site,1.17,09/22/2019,650,1142223,,Approved,,,
7864,Completed,Ionizer Fan,SAN65KHV2ZT,6,SS,Jenette,Dell,Finale,NO,External,In-site,9.49,09/23/2019,651,117864,,Approved,,,
70822,Completed,Data Switch,LRP08CFN3NZ,3,RS,Holmes,Honeywell,Lycos,NO,External,Site,4.77,09/23/2019,652,1170822,,Approved,,,
25415,Completed,Caliper,ODP11KAS3OG,3,HS,Frances,Dell,Macromedia,YES,External,In-site,8.85,09/23/2019,653,1125415,,Approved,,,
78904,Approved,Data Switch,LTC51BFZ1RP,3,SS,Vivian,Dell,Microsoft,YES,Internal,Site,6.25,09/23/2019,654,1178904,,Approved,,,
87556,Approved,Tenma DMM,UYX99EBB7DD,3,HS,Melinda,PP,Yahoo,YES,Internal,In-site,7.7,09/24/2019,655,1187556,,Approved,,,
36808,In review,Ionizer Fan,WOY02NFX5XA,12,SS,Kimberley,PP,Yahoo,NO,Internal,In-site,0.52,09/24/2019,656,1136808,,Approved,,,
57511,Completed,Tenma DMM,EJO15XFY4UU,6,SS,Cruz,Dell,Borland,NO,External,In-site,0.7,09/24/2019,657,1157511,,Approved,,,
88136,Approved,Fluke117,JNN16QBY7YK,6,HS,Ray,Keysight,Apple Systems,YES,External,In-site,2.81,09/24/2019,658,1188136,,Approved,,,
58666,Completed,Datapaq Q18,IWX29BRG8GV,6,SS,Jorden,Dell,Finale,NO,External,In-site,9.73,09/25/2019,659,1158666,,Approved,,,
755,Approved,Ionizer Gun,SEW15WSE1ZI,6,ISL,Basia,PP,Microsoft,YES,External,In-site,6.03,09/25/2019,660,11755,,Approved,,,
55262,In review,Datapaq Q18,HXM58RFJ8JQ,3,RS,Gemma,Dell,Altavista,YES,External,In-site,4.22,09/25/2019,661,1155262,,Approved,,,
61240,In review,Tenma DMM,OOA91IKG9EI,12,HS,Arthur,Dell,Cakewalk,YES,External,Site,5.83,09/25/2019,662,1161240,,Approved,,,
41097,In review,Data Switch,JEB06EBI6XE,12,HS,Andrew,Keysight,Chami,NO,External,Site,4.96,09/26/2019,663,1141097,,Approved,,,
51197,Approved,Fluke115,ARE36WBB0NX,6,RS,Jason,Dell,Cakewalk,YES,External,In-site,9.23,09/26/2019,664,1151197,,Approved,,,
12181,In review,Ionizer Gun,TWH91WSE1HY,12,SS,Jacqueline,PP,Apple Systems,YES,Internal,Site,1.22,09/26/2019,665,1112181,,Approved,,,
17459,In review,Datapaq Q18,PVE78NLO2TH,6,RSE,Simone,PP,Microsoft,YES,Internal,In-site,2.34,09/26/2019,666,1117459,,Approved,,,
14715,Approved,DC Power Supply,SBW12WPH1ST,6,SS,Hedda,Honeywell,Lavasoft,NO,External,In-site,3.54,09/26/2019,667,1114715,,Approved,,,
86026,Approved,Datapaq Q18,PKJ07MIQ5FS,6,SS,Tatum,Honeywell,Chami,YES,External,In-site,9.36,09/26/2019,668,1186026,,Approved,,,
58441,Completed,Fluke117,REU94LYG0CF,3,ISL,Dennis,PP,Altavista,NO,External,Site,6.07,09/26/2019,669,1158441,,Approved,,,
22690,Approved,Caliper,CLY41OFE4WQ,3,HS,Jamal,Honeywell,Altavista,NO,Internal,Site,9.27,09/26/2019,670,1122690,,Approved,,,
52147,Approved,Fluke115,LAK54BHN1IM,6,RS,Maia,Honeywell,Microsoft,NO,External,In-site,8.37,09/27/2019,671,1152147,,Approved,,,
48601,Approved,Tenma DMM,FDZ13BTA6JQ,12,HS,Dane,Honeywell,Google,YES,External,Site,9.76,09/27/2019,672,1148601,,Approved,,,
59559,Approved,DC Power Supply,CDS19GZT1BZ,6,SS,Gillian,Honeywell,Yahoo,YES,Internal,In-site,6.33,09/27/2019,673,1159559,,Approved,,,
84263,Approved,Ionizer Gun,VTK89HZO5NJ,6,RS,Dale,Honeywell,Google,NO,Internal,Site,1.07,09/27/2019,674,1184263,,Approved,,,
46131,Completed,Ionizer Fan,EBX15FZA0UB,12,RS,Bree,Keysight,Macromedia,NO,External,In-site,5.82,09/28/2019,675,1146131,,Approved,,,
62253,Approved,Caliper,OMU96TVD0SD,12,ISL,Zenaida,Keysight,Google,NO,Internal,In-site,6.26,09/28/2019,676,1162253,,Approved,,,
70750,Completed,Caliper,LNN74BWR7KJ,6,RSE,Ulla,PP,Yahoo,YES,Internal,Site,5.21,09/28/2019,677,1170750,,Approved,,,
25058,Completed,Tenma DMM,KKS88VXR4QZ,12,SS,Jelani,Honeywell,Adobe,NO,Internal,In-site,3.43,09/28/2019,678,1125058,,Approved,,,
82817,In review,Caliper,ECQ70THX6RI,3,RS,Bruno,Honeywell,Yahoo,YES,Internal,Site,3.95,09/28/2019,679,1182817,,Approved,,,
19711,In review,Fluke117,KLH19RNW6XI,12,SS,Hilel,Dell,Chami,YES,External,In-site,2.51,09/29/2019,680,1119711,,Approved,,,
75613,Completed,Tenma DMM,CPM87XVE8YP,6,SS,Solomon,PP,Microsoft,YES,Internal,In-site,8.05,09/29/2019,681,1175613,,Approved,,,
85475,Approved,Ionizer Fan,TTI10UOM7YZ,3,RS,Burton,Honeywell,Lavasoft,YES,Internal,In-site,6.86,09/30/2019,682,1185475,,Approved,,,
23187,In review,Tenma DMM,GKO63ANU8WT,3,HS,Rooney,PP,Macromedia,YES,External,In-site,4.9,09/30/2019,683,1123187,,Approved,,,
17875,In review,Fluke115,XGK08HQC4TA,3,RS,Abraham,Honeywell,Sibelius,YES,Internal,In-site,6.65,09/30/2019,684,1117875,,Approved,,,
93442,Approved,Fluke117,CMW97ARP3TF,12,SS,Justina,Dell,Apple Systems,NO,Internal,In-site,3.75,09/30/2019,685,1193442,,Approved,,,
83463,Completed,Fluke117,XXJ02PSP9OF,6,SS,Bree,Honeywell,Lavasoft,YES,Internal,Site,1.13,09/30/2019,686,1183463,,Approved,,,
49350,Approved,Tenma DMM,UCS13BLP5TN,6,HS,Elizabeth,Dell,Chami,NO,External,In-site,9.8,09/30/2019,687,1149350,,Approved,,,
90172,Completed,Fluke115,YYV10TBQ4XT,6,HS,Dahlia,Honeywell,Macromedia,YES,External,Site,9.04,10/01/2019,688,1190172,,Approved,,,
36821,Completed,Fluke115,PXY67ILE7KU,6,RSE,Rhonda,Dell,Cakewalk,YES,Internal,In-site,1.82,10/02/2019,689,1136821,,Approved,,,
81195,Completed,Fluke117,ZZK51LIM4WR,6,SS,Fredericka,Dell,Finale,NO,Internal,In-site,3.09,10/02/2019,690,1181195,,Approved,,,
1130,In review,Data Switch,UEP04YBP8NV,3,RS,Yolanda,Dell,Borland,YES,External,Site,1.29,10/02/2019,691,111130,,Approved,,,
28177,Approved,Caliper,EUV07WKA3OZ,6,ISL,Graiden,PP,Borland,YES,External,In-site,4.59,10/02/2019,692,1128177,,Approved,,,
51907,In review,Fluke117,QBR87OWK7YS,3,ISL,Florence,PP,Lavasoft,YES,External,Site,2.52,10/02/2019,693,1151907,,Approved,,,
75099,Approved,DC Power Supply,NTT19HAB3IM,12,ISL,Gail,PP,Cakewalk,NO,External,In-site,3.82,10/02/2019,694,1175099,,Approved,,,
